name:nikhil
age:22
gamer:yes
type:|
BEGIN
674.1071166992188,1368.0
664.3834228515625,1359.6162109375
662.020263671875,1351.5863037109375
659.763427734375,1337.554443359375
659.8214111328125,1323.2313232421875
658.948974609375,1309.0137939453125
658.9285888671875,1292.111083984375
657.2344970703125,1273.4732666015625
655.9774780273438,1261.85888671875
654.6622924804688,1254.283203125
652.737060546875,1240.7349853515625
651.40185546875,1221.052001953125
649.214599609375,1205.1109619140625
647.0441284179688,1189.5653076171875
644.890380859375,1178.0455322265625
642.5778198242188,1166.0877685546875
640.6456909179688,1156.81396484375
638.0645751953125,1137.4791259765625
635.9323120117188,1122.6077880859375
633.7973022460938,1111.084228515625
631.763916015625,1101.323974609375
630.3571166992188,1090.9234619140625
628.6011352539063,1076.77099609375
627.232177734375,1070.1429443359375
627.2997436523438,1059.947509765625
626.7857055664063,1044.4085693359375
626.7857055664063,1028.720947265625
626.7857055664063,1012.5087890625
626.7857055664063,996.7125244140625
626.7857055664063,981.44091796875
626.7857055664063,966.659912109375
626.7857055664063,959.5728759765625
626.7857055664063,949.7109375
627.6063842773438,930.8319091796875
628.5714111328125,911.7432861328125
629.4642944335938,901.252685546875
629.4642944335938,892.6427001953125
630.219970703125,883.515380859375
631.25,874.4190673828125
631.757080078125,867.56591796875
632.142822265625,859.8040161132813
633.0357055664063,850.703125
633.0357055664063,844.9100952148438
633.0357055664063,839.072021484375
633.0357055664063,830.5899658203125
633.9285888671875,824.9903564453125
END
